resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
4011952,Basel-Landschaft (BL),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.29746250644816,3.816057616484961,4.636669532514515,Medium,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011955,Glarus (GL),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.0792425710971378,.1336215967815927,.6876501694155719,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4011958,Vaud (VD),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,61.35083874450938,60.82702928045709,81.2074972182505,Low,Low,Basic/low requirements,10th school year,3-4 years VET,Other intermediate solution
4011960,St. Gallen (SG),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,8.581906401450787,5.073883979672557,6.368095302790473,Medium,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011966,Lucerne (LU),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.844328590173472,9.671546501384467,9.054551076102863,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011971,Aargau (AG),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,17.31569302933872,17.37354298621955,16.97468793408058,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011973,Zurich (ZH),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,40.78900935902227,38.44394612450767,37.93648682973441,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011978,Lucerne (LU),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,23.90853410543611,20.85915279098831,21.21516925753864,Low,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011979,Aargau (AG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,19.66304310238989,18.3864243433603,,Medium,,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
4011980,Glarus (GL),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0560223005923611,,,Medium,High,High requirements,Other intermediate solution,,
4011982,Fribourg (FR),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.238137759829488,1.493016035648941,2.056263395205516,Medium,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
4011984,Jura (JU),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.0585455145818189,,,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
4011987,Zurich (ZH),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,22.16704802999167,22.42263696344239,22.65303958052223,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011994,Jura (JU),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.960254432396392,7.762644310126716,8.976993364609037,Medium,High,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)",3-4 years VET,Internship
4011995,Geneva (GE),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.497546235590455,6.982415884786194,7.238828244203813,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4011996,Thurgau (TG),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,4.880244728499359,5.714315532340774,3.693677396123047,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4011997,Ticino (TI),Italian,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.672175927921154,6.229180081321229,6.278976510861296,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4012003,Basel-Stadt (BS),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.227791934232049,4.235606625924657,3.780798928072907,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
4012004,Glarus (GL),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.1801293057067839,.2021967543469876,1.348864529109496,High,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4012006,St. Gallen (SG),German,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,7.017139071781592,6.488311554987517,7.024117129345168,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4012008,Schwyz (SZ),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.1259223634010922,,,Low,Low,Basic/low requirements,3-4 years VET,,
4012009,Thurgau (TG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,31.32319043351846,39.22431120434846,38.56284878013314,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,"Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)","Other general education programme (specialized middle school, Waldorf)"
4012012,Obwalden (OW),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.933774411252179,3.726634924879532,4.98725396991035,Medium,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4012014,Solothurn (SO),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,.1946283339327743,,,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,,
4012021,St. Gallen (SG),German,Male,Compulsory schooling only,Native (at least 1 parent born in Switzerland),No valid response,Valid response,Valid response,,36.44973125402262,15.14416547904031,Low,Low,Basic/low requirements,,3-4 years VET,3-4 years VET
4012024,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,28.38581893663683,24.25548104888453,27.10822039838942,High,Low,Basic/low requirements,10th school year,3-4 years VET,3-4 years VET
4012027,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,14.16712792863413,13.19851486135582,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
4012031,Schaffhausen (SH),German,Male,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,2.947087637535512,2.69146162987864,2.916391417675429,High,Medium,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
4012034,Thurgau (TG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,16.3729583344722,16.55014318265895,16.75040539340458,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4012036,Uri (UR),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,8.552576879769218,8.72412667513988,,Low,Low,Basic/low requirements,2 years VET,2 years VET,
4012037,Lucerne (LU),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,11.46149690902796,12.61777506533249,19.59045912402198,Medium,Low,Basic/low requirements,3-4 years VET,2 years VET,NET
4012038,Vaud (VD),French,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,51.45340900566887,49.76830747859279,55.06078544574518,Medium,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4012045,Ticino (TI),Italian,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.537715325676249,3.038922339710697,3.204752853243213,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4012052,Lucerne (LU),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,4.472328402762754,5.869001224374935,3.519723281662268,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,Other intermediate solution,Internship,3-4 years VET
4012053,Thurgau (TG),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.099822451465156,6.859110143875902,7.111977370847827,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
4012054,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,Valid response,Valid response,,11.24844450007568,6.9777524615019,Low,Low,Basic/low requirements,,2 years VET,Other intermediate solution
