t1valids;t2valids;t3valids;t4valids;t5valids;t6valids;t7valids;t8valids;t9valids;t1baum;t2baum;t3baum;t4baum;t5baum;t6baum;t7baum;t8baum;t9baum;sex;reg_ling;typ3;wlerlev3;hiseineu3cat;fmedu;id;hr1_kal;hr2_kal;hr3_kal;hr4_kal;hr5_kal;hr6_kal;hr7_kal;hr8_kal;hr9_kal
1;1;1;1;1;1;1;1;0;4;4;6;6;6;4;1;1;;1;2;;2;1;1;1781;2.634598629;3.327334137;3.37209205;3.192045181;3.090647938;3.179394882;2.402607224;2.052194447;2.671123125
1;1;1;1;1;1;1;1;1;3;3;5;4;5;4;8;1;1;1;1;1;2;3;3;1782;47.85090857;79.48362195;103.8976473;116.8132159;115.6829245;130.8536041;145.2157003;219.8977914;357.6658883
1;1;1;1;1;1;1;1;1;4;4;3;2;5;5;5;1;1;2;1;1;3;2;2;1783;17.84117347;16.69945719;17.86248681;17.11692655;16.19599707;17.42340182;16.21486635;14.34090556;12.10158449
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;2;;2;2;2;1784;6.018029075;7.491313759;;;;;;;
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;2;;2;3;3;1785;6.446069245;8.287256268;;;;;;;
1;1;1;1;1;1;1;0;0;4;4;6;6;6;6;4;;;1;2;2;2;3;3;1786;5.209615695;5.250456681;4.956825868;4.166555275;4.32738607;3.784412908;3.129878373;2.525451068;3.207194899
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;8;8;1;2;1;1;3;2;2;1787;6.947584977;6.639896112;6.90110253;7.174147488;7.735445893;8.657787761;8.25853201;7.576292043;6.618117436
1;1;1;1;1;1;0;0;0;3;3;5;1;1;1;;;;1;1;2;1;1;;1788;33.53014614;34.64201577;42.02380018;67.88069968;71.15967599;88.84704962;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;8;8;8;1;1;2;2;1;2;1;3;1789;9.04082839;8.826199511;10.5549202;11.15725888;13.14858383;11.50162214;8.765245139;9.493097395;8.21020565
1;1;1;1;1;1;1;1;1;4;4;6;1;8;8;8;1;1;1;1;1;3;3;3;1790;11.40479072;11.42052425;11.53535132;11.26238992;11.0931231;11.24099442;10.67170489;10.09440602;8.873656315
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;1;2;3;3;1791;6.304016497;8.608379381;;;;;;;
0;1;1;1;1;1;0;0;0;;3;3;2;3;2;;;;1;1;;1;1;1;1792;31.11973841;39.3740189;38.6226961;97.18727989;101.5209286;91.49249878;77.83802664;332.5054624;258.8420313
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;1;2;1;2;1793;8.637043063;16.20314056;26.87511191;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;1;1;1;1;1;1;2;1;2;1794;27.97568839;28.1424818;29.86871799;30.50186724;30.38213639;31.6146372;30.64910178;30.11880999;29.17706196
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;7;1;1;1;3;1;3;1795;16.95297238;16.65248819;16.87332242;16.33100215;15.92304894;16.20179913;15.38127435;14.18145447;13.16208508
1;1;1;1;1;0;0;1;0;4;4;6;6;8;;;8;;1;2;1;2;1;3;1796;5.237479731;5.12220012;5.017245591;4.689231414;4.570964416;4.700257625;8.898744618;26.15276114;27.51948015
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;1;2;2;2;1797;7.580840712;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;3;4;1;1;7;2;1;1;3;2;2;1798;32.8753992;32.38606879;34.86936428;33.82374345;32.68957005;35.16693118;32.71111008;29.66776741;25.83241304
1;1;0;0;1;1;1;0;1;2;3;;;1;1;1;;7;2;1;2;2;2;2;1799;23.64552908;24.92264316;25.83108685;45.56078716;56.36234678;99.75003604;107.1823134;264.5444613;271.7270007
0;1;1;1;1;0;0;0;0;;3;5;3;1;;;;;1;2;1;2;1;2;1800;21.3182539;24.89213276;25.16329473;25.30955939;30.94987223;29.27697127;33.29130955;71.82970652;219.2505283
1;1;0;0;0;0;0;1;0;2;3;;;;;;2;;2;1;2;1;1;;1801;48.92964662;56.77822309;81.34715063;139.9448859;139.2532562;155.5780736;212.3597997;336.4632073;271.7270007
1;1;1;1;1;1;1;0;1;2;3;5;5;3;3;3;;3;1;1;1;3;1;2;1802;18.77570368;19.32421287;21.71630525;21.44302061;20.93645133;21.30296655;20.24552255;18.92717842;26.7824068
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;2;1;3;3;1803;9.539799442;25.95228321;;;;;;;
1;1;0;0;0;0;0;0;0;4;4;;;;;;;;1;2;1;3;3;3;1804;22.33410931;20.84210493;19.90989954;;;;;;
1;1;0;0;0;0;0;0;0;4;4;;;;;;;;2;1;1;3;3;3;1805;18.72355646;17.56280783;24.53565578;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;1;1;3;1806;117.4430649;;;;;;;;
1;1;1;1;0;0;0;0;0;3;3;5;1;;;;;;1;2;1;2;3;;1807;5.046379233;5.710028101;5.535575403;5.403639478;5.594716139;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;4;8;8;1;3;1;1;1;2;3;3;1808;13.64438963;13.77617356;16.85279113;16.5011044;16.65382217;19.58519177;22.82441991;21.80536175;20.30394675
1;1;1;1;1;1;1;0;0;2;3;5;5;5;5;3;;;2;2;;2;1;2;1809;6.337976192;8.628777352;10.01556625;10.08267286;9.091129298;9.836872399;7.91036753;7.079104417;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;;2;3;3;1810;6.516221658;;;;;;;;
1;1;1;0;0;0;0;0;0;4;4;6;;;;;;;1;2;;2;1;3;1811;3.779751798;4.102399247;4.152719069;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;1;8;8;8;8;1;1;1;1;2;2;1;1812;7.237546016;7.245375907;7.391401174;7.66543836;8.185483759;8.190958126;7.87946957;7.385691706;7.025966387
0;1;1;0;1;0;0;0;0;;4;6;;8;;;;;1;2;1;2;3;;1813;6.90364492;8.671315207;9.208133699;8.987812849;13.37379818;13.06665884;;;
1;1;1;1;1;0;0;0;0;3;3;5;5;2;;;;;2;1;1;2;2;3;1814;22.94899475;21.99851762;23.36668115;22.09890211;22.75197279;;;;
0;1;0;0;0;0;0;0;0;;3;;;;;;;;2;2;1;1;2;3;1815;8.017351846;10.21219814;19.21024768;24.62359835;;;;;
0;1;0;0;0;0;0;0;0;;4;;;;;;;;2;2;1;3;3;3;1816;5.639362755;6.619371817;;;;;;;
1;1;1;1;1;1;0;0;0;4;4;6;1;8;8;;;;1;1;1;3;1;1;1817;28.87814442;28.66643484;29.3501092;29.21241149;28.92899996;29.63489683;28.13406552;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;1;1;2;1;2;2;3;1818;3.066219411;2.873435617;3.02245368;2.834238887;2.885829215;2.63866378;1.95245337;1.99168801;1.687399899
1;1;1;1;1;1;1;1;0;4;4;6;8;8;8;8;8;;1;1;1;3;2;3;1819;46.03830694;45.92505382;46.26372361;45.31300798;43.95318644;43.98258188;41.75512563;38.67880818;35.59204541
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;1;1;1;2;1;2;2;3;1;1820;27.68481187;26.99191111;27.49451902;33.37896362;27.12959519;27.8022956;25.06818372;35.17236074;27.43800022
1;1;1;1;1;1;1;1;0;2;3;5;5;4;1;3;1;;1;1;1;2;1;1;1821;61.0412097;62.28378091;64.75371973;63.10936311;62.71793901;63.81588435;61.86689798;65.34766884;77.62201711
1;1;1;1;0;1;1;0;1;4;4;6;6;;4;1;;1;1;2;2;2;2;3;1822;5.949061924;6.950399638;8.281943549;7.800969038;10.08182706;14.78130756;24.4111551;36.47707859;67.13819171
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;1;2;;3;1823;26.02487858;;;;;;;;
1;1;1;1;1;1;1;1;1;3;2;7;7;7;7;1;7;3;1;1;1;2;1;1;1824;6.317130496;6.779097566;8.346782846;8.216403627;8.093040455;8.234717879;7.817678384;7.342973848;6.608257973
1;1;1;1;1;0;1;1;1;4;4;5;5;5;;1;8;7;1;2;1;2;1;1;1825;7.970174008;7.780200866;7.519810828;7.00098001;6.784462172;6.567451809;7.181124737;9.758956884;10.34711373
1;1;1;1;1;1;1;1;1;3;3;5;4;4;4;1;1;1;1;1;2;2;2;3;1826;15.70838609;16.20800683;16.68153112;18.82108058;13.47265003;14.61538283;13.62011575;14.21827509;11.49474094
1;1;1;1;1;1;0;0;1;4;4;6;4;1;7;;;1;1;2;1;2;2;2;1827;5.615685856;5.461896394;5.322297802;4.973664;4.896520876;4.454257888;3.552279294;7.307739612;21.14891047
1;1;1;1;1;1;1;1;1;3;3;5;1;1;7;7;1;1;1;1;1;3;1;;1828;15.0762421;14.76123208;14.9337818;14.98870692;14.79498124;14.80487597;13.95965895;13.13054813;11.61624913
1;1;1;1;1;0;1;1;1;3;3;5;1;1;;1;8;7;2;1;1;3;2;3;1829;34.53716262;33.2027601;35.84610838;35.41188111;34.17431607;35.35456972;40.15758017;39.51411528;34.41106174
1;1;0;0;0;1;1;0;0;2;2;;;;5;1;;;1;2;1;3;1;1;1830;4.603921298;5.540685246;6.91874092;9.330580563;19.08949306;99.58630545;223.5385895;298.5291493;272.9887507
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;1;3;3;1;1831;15.28899585;;;;;;;;
1;1;0;0;1;0;0;0;0;3;3;;;1;;;;;2;1;1;3;2;1;1832;43.79011632;45.480821;49.18786719;68.15235704;115.0412163;;;;
1;1;1;1;1;1;1;1;1;1;1;3;3;4;2;2;2;2;1;2;1;2;1;2;1833;22.87534713;21.29788932;20.78560558;19.64373769;21.01551719;19.8795875;15.25879727;15.83982043;14.5392128
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;2;2;1;2;1834;10.36264129;;;;;;;;
1;0;1;1;1;1;1;0;0;4;;6;6;6;8;8;;;1;2;1;3;2;2;1835;5.115507154;5.283471752;5.896800845;6.316446156;6.542095066;6.188482066;4.644395929;4.765525239;5.919225123
1;1;1;1;1;1;1;1;1;2;3;5;1;1;1;1;1;1;1;1;2;1;1;1;1836;8.254838897;8.274345977;8.704932152;10.00938936;7.371409187;8.499405715;7.920619731;9.105307401;7.700323412
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;1;1;1;2;1;2;1;1;1837;16.39907016;15.52708778;14.81832963;13.72705055;13.27357822;12.07468363;8.873875582;9.175623325;7.59602774
1;1;0;1;1;1;1;1;1;4;4;;8;8;8;8;1;8;2;2;1;3;3;2;1838;25.3003274;23.34606796;21.9461343;23.56191216;23.34054092;22.43819182;17.31754536;18.78801919;15.65003086
1;1;1;1;1;1;1;1;0;2;4;6;6;6;8;8;8;;2;2;1;2;1;3;1839;4.358150467;4.201770791;3.989807825;3.336120912;3.161740643;2.812244119;2.138574642;2.326599144;2.08340489
1;1;1;1;1;1;1;1;1;3;3;5;5;5;1;7;1;1;2;2;1;2;3;3;1840;25.08473352;25.13251739;25.66183219;21.50821672;21.27223192;18.92081478;14.97779403;16.4676068;14.83829665
1;1;1;0;0;0;0;0;0;2;3;5;;;;;;;1;1;2;1;1;2;1841;19.64823372;30.65205108;36.58096179;;;;;;
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;1;2;1;1;3;1842;13.37872999;19.43840261;22.76919714;46.84833514;;;;;
1;1;1;1;1;1;1;0;1;3;3;5;5;1;8;8;;1;1;1;1;3;3;3;1843;4.208820819;4.173953018;4.291679508;4.131537555;4.028942099;3.98317276;3.817900674;3.532484163;4.834314973
1;1;1;1;1;0;0;1;1;3;3;5;1;1;;;1;1;1;1;1;3;3;1;1844;13.54226621;14.08684706;14.56411995;15.23225305;15.08162702;18.0621719;30.02683133;70.6629653;104.1130746
1;1;1;1;1;1;1;1;1;2;3;5;5;4;4;4;1;1;2;1;2;2;2;1;1845;16.49449346;16.40134145;16.77182742;16.73977025;12.69955201;11.05709352;9.344979402;12.52768014;9.28421654
1;1;1;0;1;0;1;0;0;3;3;5;;1;;1;;;1;2;1;2;1;3;1846;4.746619237;4.704027451;4.674785137;4.578408377;6.652692798;7.895921152;11.25692397;16.08393347;29.30786513
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;8;1;2;1;3;3;3;1847;5.714225618;5.753010207;5.716733818;5.329691714;5.389423218;4.843706269;3.635154701;3.701864646;3.168650342
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;3;1;2;;3;3;3;1848;2.925036005;3.112620194;2.977222818;2.747757432;2.652949088;2.800105826;2.039841548;1.703079964;1.921898176
1;1;1;1;1;1;1;0;1;2;3;5;5;5;5;8;;1;2;2;1;2;1;3;1849;7.244268554;7.431618724;7.766859021;6.612131771;6.287852347;5.592797695;4.29895142;4.661907584;8.499534818
1;0;1;1;0;1;0;0;0;3;;5;3;;3;;;;2;2;1;2;1;1;1850;26.71602352;30.14010263;43.80317864;47.36349524;63.0352855;109.7621841;133.7192303;228.8893069;211.5096283
1;0;0;0;0;0;0;0;0;3;;;;;;;;;1;2;;1;;3;1851;3.447831215;4.659243244;;;;;;;
1;1;1;0;1;1;1;1;1;3;3;5;;1;7;1;1;1;2;1;1;3;3;2;1852;23.49496997;23.38850281;24.2847608;23.74958152;23.98270688;25.80022317;23.70884388;20.44018578;17.57779876
1;1;1;1;1;1;1;0;0;4;3;5;5;5;5;1;;;1;2;2;2;3;2;1853;5.262438633;5.213493253;5.021508762;4.394913281;4.489698191;4.109008911;3.465663284;2.546777888;2.420476591
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;1;1;2;1;2;2;3;1854;5.437015204;5.130393691;5.019570859;4.682233445;4.557714577;4.341803879;3.398907938;3.516643318;3.066012758
1;1;1;0;0;0;0;0;0;3;3;5;;;;;;;2;2;1;3;1;3;1855;19.14595886;16.46305318;15.55339664;14.47481987;23.60027836;77.45287447;185.8619604;228.8893069;211.5096283
1;1;1;1;1;1;1;1;1;3;3;5;1;7;7;7;1;1;1;1;1;2;1;1;1856;7.34163094;7.307181967;7.787027682;8.14373494;8.071487316;8.076885444;7.615772428;7.323487309;6.863527648
1;1;0;1;1;1;1;1;1;4;4;;3;1;5;5;1;1;2;2;1;3;1;2;1857;5.192654729;5.324594893;5.581616357;6.461907651;8.352214456;8.553862734;7.316849557;11.53782443;16.35434029
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;8;1;1;2;1;3;3;2;1858;16.73243326;15.45506811;14.64917235;13.57425152;13.25492977;12.05771955;8.921991249;9.236470339;7.423091448
1;1;1;1;1;1;1;1;1;2;1;4;5;5;5;1;1;3;2;1;1;2;2;2;1859;24.16573645;30.38719362;45.32124416;43.59154071;41.22472678;44.34892008;41.69845582;43.19477276;38.43398976
1;1;1;1;1;1;1;1;1;4;4;6;6;3;8;8;3;1;1;2;;3;3;3;1860;3.589710646;3.896848767;3.917273728;3.646551294;3.721397834;3.784252082;2.756779601;2.353701724;2.836072199
1;1;1;1;1;1;1;1;0;3;3;5;1;1;1;1;3;;1;2;;2;1;3;1861;4.072335134;4.581358196;4.332834411;4.181251584;4.435804821;4.66659641;3.750140608;3.29434299;4.905446316
1;1;0;1;1;1;1;0;0;3;3;;5;1;1;1;;;2;1;1;3;1;2;1862;11.89806792;12.12375089;15.78570211;26.97354685;32.12074906;45.43545369;45.08795382;;
1;1;1;1;1;0;1;0;0;2;4;6;5;5;;5;;;1;2;2;2;1;2;1863;3.6402397;3.737877271;3.439793572;2.895142205;3.116483233;3.029821779;6.132719982;6.849348012;12.04856535
1;1;0;0;0;0;0;0;0;2;1;;;;;;;;1;1;1;2;3;2;1864;24.37143686;29.16159514;39.72969141;71.5130105;;;;;
1;1;1;0;0;0;0;0;0;2;3;5;;;;;;;1;1;1;2;2;2;1865;24.3556244;26.97909613;28.43779309;27.85621105;;;;;
1;1;1;1;1;1;1;1;1;4;3;5;5;5;5;4;1;1;1;2;2;3;1;2;1866;3.924315948;3.987875655;3.755206594;3.235228836;3.42284983;2.993372181;2.492652782;1.82790213;1.078733985
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;;2;2;3;1867;4.796028841;;;;;;;;
1;1;1;0;0;0;0;0;0;3;3;5;;;;;;;2;1;2;2;3;3;1868;25.21534383;33.7686619;59.30159845;;;;;;
1;1;1;1;1;1;1;0;0;3;3;5;5;1;1;1;;;1;1;2;1;1;1;1869;16.96516692;27.81497187;34.072287;60.61810324;51.87745275;59.81590591;54.21603752;;
1;1;1;1;1;0;0;1;0;3;3;5;1;1;;;3;;1;2;1;2;1;1;1870;5.842124032;5.604199307;5.510659307;5.328894348;6.358264185;6.922416669;10.92591577;35.02543083;64.02256878
1;1;1;1;1;1;1;0;1;4;4;6;6;6;3;1;;1;1;2;1;1;1;1;1871;7.673713208;8.862484794;9.939156831;9.4577703;9.573681616;8.855506103;6.857802352;7.241602826;14.7519586
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;1;1;1;2;2;;3;1;2;1872;3.96091425;4.296826715;3.335614008;3.265587563;2.192470081;2.674443978;1.509312707;1.776388369;1.400573156
1;1;1;0;1;1;1;1;1;3;3;1;;1;1;8;8;8;2;1;2;2;2;3;1873;60.09732813;58.63396739;60.40791379;71.15229957;59.04920219;60.51337525;59.50658866;107.9965876;81.71921617
1;1;1;1;0;0;0;0;0;4;4;6;6;;;;;;1;2;1;2;2;2;1874;5.80611279;5.680382721;5.724878155;5.341149952;5.290520172;9.580209842;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;1;1;1;1875;8.094373481;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;3;4;4;1;8;2;1;1;2;1;1;1876;19.47835426;20.17005218;20.78300005;19.73274117;18.5373074;18.94698619;17.3862587;16.10172462;13.72008285
1;1;1;1;1;1;1;1;1;3;3;5;1;1;7;7;1;8;1;1;1;3;1;1;1877;17.44654161;19.47824933;20.45925252;20.75431642;20.54908479;21.38269185;20.72964794;19.94195824;19.64980033
1;1;1;1;0;0;0;0;0;2;3;5;1;;;;;;1;1;2;1;3;;1878;13.95269835;21.27437565;24.87857129;41.2550449;38.13940609;;;;
1;1;1;1;1;0;0;1;1;2;3;5;5;3;;;2;2;2;2;1;2;1;1;1879;7.367907207;8.320403551;8.456723343;7.187330776;7.03259861;6.457581429;7.393150946;18.34310461;29.63681265
1;1;1;1;1;1;1;1;1;3;3;5;4;4;1;8;1;1;2;1;1;3;3;3;1880;56.32624611;63.04387316;70.92670796;71.13431862;70.76354539;73.20745481;73.35019192;69.55896348;64.28524935
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;;2;3;3;1881;4.609704258;;;;;;;;
1;1;0;0;0;0;0;0;0;3;1;;;;;;;;2;2;;1;;;1882;1.730519553;1.993201619;;;;;;;
1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1883;117.4430649;145.2580892;109.3160023;94.71132966;112.565516;128.0471062;123.1623719;113.3795383;159.9769326
1;1;1;1;1;1;1;1;1;2;3;5;5;1;4;3;5;1;2;2;1;2;3;3;1884;5.945846721;5.269618735;5.096696813;4.246210057;4.495717312;3.998763971;3.133599751;3.221680358;2.695777448
1;1;1;1;1;1;1;0;0;3;3;1;1;1;1;1;;;1;1;2;2;1;3;1885;40.74118411;42.01025692;45.96804384;55.25800705;41.87020529;45.4215821;43.94855119;;
1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;1;2;3;1;3;1886;5.457921761;5.727630654;7.161457033;8.46766116;6.165586892;6.68854402;6.110286146;6.118961246;4.861928676
1;1;1;1;1;1;1;1;1;4;4;6;6;8;5;5;1;1;1;2;1;3;2;2;1887;5.69814689;5.326163204;5.115744152;4.750051251;4.712574973;4.388596616;3.247298998;3.389585962;3.151596735
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;;2;2;2;1888;4.058297877;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;3;4;7;7;1;8;2;1;1;3;1;3;1889;19.01482114;18.36587423;18.87426441;18.5466054;18.00024653;18.62190803;17.18756322;15.36919651;12.8304543
1;1;1;1;1;0;1;1;0;3;3;5;5;5;;1;3;;1;2;1;2;3;2;1890;3.359019741;3.372692377;3.30572419;3.066193529;2.976414807;2.753137251;2.752459658;3.517842568;5.513723616
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;1;1;1;2;1;3;3;3;1891;16.96488352;16.05072828;15.29730521;14.13756326;13.81790519;12.56984597;9.300934171;9.425907198;7.824136295
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;1;1;1;1;1;3;2;1;1892;17.0475373;17.78003312;18.47978346;18.06266154;17.7382502;18.35544548;17.42585131;17.28077709;15.73752012
1;0;1;1;1;1;0;0;0;4;;6;8;8;8;;;;1;2;;3;3;3;1893;4.56147667;4.144236403;4.101416576;4.208392903;3.91015817;3.188334072;2.518293346;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;1;3;2;3;1894;21.30433482;;;;;;;;
1;0;1;1;1;1;1;1;1;3;;5;6;6;6;4;8;8;1;2;;2;1;3;1895;4.40135972;4.164517007;4.285279412;4.419530292;4.216447579;3.575162109;2.680237197;5.760768668;3.237242769
1;1;1;1;1;1;1;0;1;2;3;5;5;5;1;3;;1;1;2;;1;3;2;1896;4.173660482;4.934612207;6.097889101;5.98171275;6.853160622;7.837278161;8.416492953;13.49655767;58.48941976
1;1;0;1;1;1;1;1;1;3;3;;5;5;1;1;1;1;1;2;;2;1;1;1897;2.962668763;2.727949728;2.496930058;3.221586634;3.010352992;2.697638443;2.122006612;3.955307905;2.18543026
1;1;1;1;1;1;1;1;1;3;3;5;5;5;8;8;1;1;2;1;1;2;2;3;1898;17.52510821;17.12019529;18.92532459;18.72292623;17.69267328;18.30371235;16.70640767;14.8535263;12.73172683
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;8;1;2;;3;1;3;1899;3.241162171;3.522252269;3.3937419;3.16087456;3.129740435;3.182601615;2.318484874;1.994430398;2.350577705
1;1;1;0;1;1;0;0;0;2;3;5;;1;1;;;;2;1;2;2;1;2;1900;15.9414201;18.6865749;19.31953059;19.59568853;19.13473136;23.37200794;25.65892131;155.0767312;271.7270007
0;1;1;1;1;1;1;0;0;;3;6;5;5;5;5;;;2;2;1;2;2;2;1901;5.708817587;7.389267817;9.746120776;10.2415234;11.74146521;11.11164275;10.14219761;18.17986297;42.32494508
1;1;1;1;1;1;1;1;1;4;4;6;1;8;8;8;8;8;1;1;1;3;3;3;1902;16.6364892;16.64256206;16.90823079;18.49400672;21.08174661;22.82300376;22.87994175;23.06526232;20.45258042
1;1;1;1;1;1;0;0;0;2;4;6;6;6;1;;;;1;2;2;2;1;3;1903;22.5363749;22.85205152;20.93909595;17.75601686;18.57609237;15.78440945;13.18925163;15.71766955;33.16428798
1;1;1;1;1;1;1;0;0;3;3;5;5;1;1;1;;;1;1;1;1;1;1;1904;24.19385273;25.2921659;28.77547274;31.05687882;30.94626395;32.20164951;32.65577159;40.82340594;113.3618477
1;0;1;1;1;1;0;0;0;4;;6;6;4;1;;;;1;2;1;2;3;3;1905;7.845914988;8.07568646;8.815060339;8.433349643;9.969758102;9.49746494;;;
1;1;1;1;1;0;1;1;1;3;3;5;5;5;;1;1;1;2;1;1;2;2;2;1906;11.06072709;10.45295169;11.23794924;10.61791819;10.48898441;10.7207934;12.17724113;11.72751212;10.29135117
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;;2;2;2;1907;7.024668287;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;4;8;8;8;8;8;1;2;;2;1;3;1908;8.51124804;8.424807678;7.828530088;8.785956785;8.584303099;7.596951997;5.597977601;11.12315958;6.265090791
1;1;1;1;1;1;1;1;1;4;4;6;4;8;8;8;8;8;1;2;1;2;3;3;1909;4.356791845;4.124630946;3.949645522;3.741456448;3.650664979;3.399690417;2.515567561;2.724454898;2.238382641
1;1;1;1;0;1;1;0;0;3;3;5;5;;1;;;;2;1;2;2;1;1;1910;13.31497276;20.08606131;28.78540993;43.82162549;35.46417959;60.44839025;70.39563242;197.8215523;271.7270007
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;1;1;2;2;2;2;1911;36.32782074;43.06239955;45.95469573;100.3615254;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;1;1;1;2;1;1;2;1;2;1912;26.53674588;25.57845824;26.9644246;26.19402799;26.86423249;30.06741001;29.83744816;27.7206091;23.67117093
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;1;1;2;1;2;3;3;1913;5.472456546;5.366688632;5.309883536;4.988001856;4.879426231;4.385350059;3.291162799;3.589771;2.969340468
1;1;1;1;1;1;0;1;0;3;3;5;2;3;1;;1;;2;1;2;1;2;1;1914;27.38067282;37.73506729;43.19024561;50.27970425;45.58155486;46.71178663;42.11809219;152.4535833;173.7331714
1;1;1;1;1;1;1;1;1;2;3;5;5;5;1;1;1;1;1;1;1;3;1;3;1915;6.356105735;6.274575856;6.482500054;6.329469044;6.162614215;6.27049744;6.078991608;5.784641719;5.227116048
1;1;0;1;1;1;1;0;0;4;1;;5;5;1;1;;;1;2;1;1;1;1;1916;5.954385341;6.326539619;7.706637345;11.38769719;12.42301027;15.45176419;16.99224547;34.97990667;111.8792996
1;1;1;1;1;1;1;1;1;4;4;6;4;4;7;7;1;1;1;2;1;2;1;2;1917;24.57971418;24.66760278;23.89835132;22.79709925;22.09279153;20.09732898;15.19694478;16.10276628;14.1935745
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;1;2;2;2;3;3;1918;43.97051222;44.12058194;55.86100507;65.65015359;150.1234446;173.9124934;226.7031176;192.3784016;
1;1;1;1;1;1;0;0;0;3;3;1;1;1;1;;;;1;1;2;2;1;1;1919;44.68601252;49.50505735;55.01408076;69.00681052;58.97910608;62.56370695;59.65544251;107.0577842;284.0337817
1;0;0;0;0;0;0;0;0;3;;;;;;;;;1;2;1;3;1;2;1920;6.442358461;5.994918885;;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;1;2;1;1;;1921;36.68055839;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;6;4;8;8;8;2;2;1;2;3;3;1922;6.149576384;6.516747579;6.583652384;5.57287349;5.285259616;4.919717477;3.818152248;4.202669913;4.168830282
1;1;1;0;0;0;0;0;0;4;4;6;;;;;;;2;1;1;3;1;3;1923;36.5049696;35.35811282;36.66759642;34.53954199;;;;;
1;1;1;0;1;0;0;0;0;3;3;5;;1;;;;;1;1;1;2;1;2;1924;19.15024908;20.52993558;21.64800081;23.46320398;31.30005596;50.30430407;;;
1;1;1;1;0;0;0;0;0;1;3;5;5;;;;;;2;2;1;1;3;3;1925;6.582109572;6.440443866;6.904940368;5.865378912;;;;;
1;1;1;1;1;1;0;0;0;3;3;5;5;3;5;;;;2;2;1;2;3;3;1926;60.49828897;54.13831529;52.00739316;46.61831242;58.19171162;51.7592419;;;
1;0;0;0;0;0;0;0;0;1;;;;;;;;;1;1;2;1;2;2;1927;96.0719968;130.5354625;;;;;;;
1;0;1;1;1;1;1;1;1;3;;5;2;1;1;1;1;1;2;1;1;2;2;2;1928;16.6667016;18.51342417;24.35166887;24.27711883;26.13990825;32.36541675;39.24458554;54.78025782;50.4443658
1;1;0;1;0;0;0;0;0;3;3;;5;;;;;;2;2;1;1;1;3;1929;13.59622898;13.44905225;14.60919616;17.47296473;18.96511272;45.19361586;;;
