t1valids;t2valids;t3valids;t4valids;t5valids;t6valids;t7valids;t8valids;t9valids;t1baum;t2baum;t3baum;t4baum;t5baum;t6baum;t7baum;t8baum;t9baum;sex;reg_ling;typ3;wlerlev3;hiseineu3cat;fmedu;id;hr1_kal;hr2_kal;hr3_kal;hr4_kal;hr5_kal;hr6_kal;hr7_kal;hr8_kal;hr9_kal
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;1;2;2;;3;3;3;2995;3.812067326;3.949479245;3.720418869;3.223439991;2.790739365;2.918801936;2.289078392;1.902672655;0.890710543
1;1;1;0;1;1;1;1;0;4;3;5;;5;5;5;8;;1;2;1;2;2;3;2996;5.675631946;5.687742318;6.003095041;6.493688942;15.47467798;16.6364528;15.23226311;33.48284857;68.74344512
1;1;1;0;0;0;0;0;0;2;3;5;;;;;;;1;1;1;2;2;3;2997;34.49879432;48.57255137;55.83617762;67.4748504;112.0797641;261.9714413;403.8545557;;
1;1;1;1;1;1;1;1;1;3;3;5;4;8;8;8;7;1;1;2;1;3;2;2;2998;4.370000996;4.333863754;4.153771034;3.886493033;3.958440124;3.600906357;2.646362916;2.877070747;2.41539577
1;1;1;0;1;1;1;1;1;4;4;6;;8;8;8;8;1;2;1;1;3;1;3;2999;23.92344461;22.66229102;23.48379154;22.90792525;23.32303032;28.87766816;27.48746975;25.23068146;21.91288844
1;1;1;1;0;0;0;0;0;3;3;5;1;;;;;;1;2;;2;2;1;3000;4.684604888;6.184916903;6.177524334;6.619834999;8.560481918;17.23992569;;;
1;1;0;1;1;1;1;1;0;4;4;;6;8;8;8;1;;1;2;1;3;3;3;3001;3.201397781;2.959834025;2.784829745;2.849386146;2.854046287;3.039689918;2.282161438;2.384996907;2.087301827
1;1;1;1;0;0;0;0;0;3;3;5;1;;;;;;2;1;1;3;1;1;3002;13.13678865;12.55265824;13.18119351;14.3480659;;;;;
1;0;1;1;1;1;1;1;1;4;;6;1;8;8;8;1;1;2;1;1;3;3;3;3003;16.14118674;16.96505938;24.47875901;35.16968986;34.07977795;35.25676661;32.81125951;29.32615438;24.49083141
1;1;1;1;1;1;1;1;1;2;4;6;6;5;5;5;1;1;1;2;1;3;2;2;3004;3.972207526;3.766093505;3.595127577;3.449803142;3.425409772;3.132030354;2.366590142;2.773365769;2.355906847
1;1;1;1;1;1;1;1;1;4;4;6;3;8;8;8;8;1;2;1;1;3;1;1;3005;21.37313257;20.6772934;21.27891107;19.97169653;19.02969506;19.45025573;18.10113206;16.36626021;14.21692767
1;1;1;1;1;0;0;0;0;4;4;6;6;2;;;;;2;2;1;2;3;3;3006;10.44476988;8.977281564;8.680724735;7.329214056;7.116144577;7.036407035;9.030762995;;
1;1;1;1;0;0;0;0;0;3;3;5;5;;;;;;2;1;1;3;2;3;3007;15.64749256;15.60470289;16.32488777;18.29757639;20.00504216;;;;
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;1;1;2;1;1;3;3;2;3008;13.21216709;12.41615235;12.58408645;11.76231811;10.95184423;11.33008016;10.38930083;8.973884758;7.410323166
1;1;1;1;1;1;1;1;1;3;3;5;5;5;3;3;7;1;2;2;;2;2;3;3009;3.540908145;3.642681248;3.477309341;3.038732025;2.734502202;2.811160906;2.236398624;1.879077936;1.100118197
1;1;1;0;1;0;0;0;0;3;3;5;;5;;;;;1;1;1;3;3;2;3010;11.2017545;11.25380403;11.67531498;12.96526122;19.64175067;23.22853998;;;
1;1;1;1;1;0;1;1;1;4;4;6;6;1;;5;1;8;2;1;1;3;2;2;3011;12.55323914;11.71503425;11.91119405;11.0530601;10.64851829;10.88385302;13.22150951;12.11836555;10.84404822
1;1;0;1;1;0;0;0;0;3;3;;3;2;;;;;2;2;;1;1;1;3012;6.259387918;9.135925088;14.08445213;16.75203313;16.73991577;33.91664526;60.3084732;183.4253519;124.3162897
1;1;0;1;0;1;1;1;1;3;3;;5;;1;1;8;3;2;1;1;3;3;3;3013;7.875684611;7.562865423;8.68872611;11.32861102;13.31998819;25.88704921;27.64939913;27.33454096;27.95173348
1;0;0;0;0;0;0;0;0;2;;;;;;;;;2;1;2;2;2;2;3014;50.91218428;50.56973383;;;;;;;
1;1;1;0;0;0;0;0;0;2;3;5;;;;;;;1;2;;2;1;2;3015;3.41367496;3.236619694;2.935171279;;;;;;
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;1;1;1;2;1;2;3016;20.99966609;20.75234964;;;;;;;
1;1;1;1;1;1;1;1;0;2;2;7;7;7;7;1;1;;1;1;1;3;2;3;3017;11.49114842;12.98545262;13.93646888;13.5419347;13.2731573;13.50551828;13.30015339;12.71447348;11.67600789
1;1;0;0;0;0;0;0;0;2;1;;;;;;;;1;1;2;1;1;;3018;53.81869442;58.90723932;140.705904;;;;;;
0;1;1;1;1;1;1;1;1;;3;5;5;1;1;1;1;1;2;2;;2;2;3;3019;6.499241232;10.55962273;10.8162768;9.613659398;8.189735645;8.419325706;6.697933362;5.716910087;3.588308586
0;1;1;1;1;1;1;1;0;;1;3;5;5;5;2;2;;1;2;1;2;1;2;3020;3.655879038;3.894586737;4.17705963;4.123144846;4.329716191;4.095686586;3.609492596;4.004449812;3.897832599
1;1;1;0;1;1;1;0;0;1;3;5;;4;4;1;;;2;1;2;1;1;1;3021;21.26159212;22.8056889;25.06374592;27.83566749;30.48067779;41.91796775;40.55525567;87.50207673;204.0927754
1;1;1;1;0;0;0;0;1;2;3;5;5;;;;;2;1;2;1;2;2;2;3022;25.1804508;26.58203384;26.38319509;26.54185193;32.56880024;50.50529414;107.0357498;298.5291493;272.9887507
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;1;2;2;1;2;2;;3023;9.378470124;8.003160306;7.537726843;6.26056141;5.959266073;5.150159216;3.916445173;4.024025104;3.46650897
1;1;1;1;0;0;0;0;0;4;4;6;3;;;;;;2;1;1;2;3;2;3024;10.85391126;10.67420378;11.11336312;10.67496537;10.24351543;;;;
1;1;0;1;0;1;0;0;0;3;3;;2;;1;;;;2;2;;2;1;3;3025;4.629255648;8.156638521;9.302738764;13.00795831;25.0395812;79.26737768;68.84514558;;
1;0;1;1;0;0;0;0;0;3;;5;2;;;;;;2;1;2;2;1;2;3026;16.4271902;16.936482;21.70176784;32.97684766;;;;;
1;0;1;0;0;0;0;0;0;3;;2;;;;;;;2;1;2;2;1;1;3027;17.48803982;21.08694848;28.1744247;;;;;;
1;1;1;0;1;1;1;1;1;3;3;5;;1;1;1;1;1;2;1;1;3;3;3;3028;7.809366256;7.680373565;8.155037329;9.464042072;13.57772522;15.98721986;15.60260864;14.10378507;11.94835439
1;1;1;1;0;0;0;0;0;2;3;5;5;;;;;;2;1;1;2;1;1;3029;22.76337317;21.48597821;22.53031966;21.06854928;19.70604307;;;;
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;1;2;2;1;1;3030;31.18764468;30.52403139;41.28820155;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;1;1;1;1;1;3;2;1;3031;15.99809156;16.17288432;16.44883671;16.27464079;16.03390278;17.35823081;16.9509578;17.11698485;15.5039424
1;1;1;1;1;1;1;1;1;4;4;6;1;6;6;8;8;1;1;2;1;3;3;3;3032;13.51777593;12.77274935;12.97430913;12.12893865;12.00188805;11.84955832;8.777252816;9.093490652;7.361034492
1;1;1;0;1;0;0;0;0;3;3;5;;1;;;;;2;1;1;3;3;3;3033;18.5932501;18.36274417;19.17388154;22.54844486;32.80830048;54.51288095;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;4;1;1;1;3;1;2;2;2;1;2;3034;5.71299132;5.794862229;5.281499001;4.565265289;5.250526658;5.404561978;5.000701626;3.989246793;2.854697611
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;2;1;1;;3035;41.22463989;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;4;4;8;8;3;3;1;2;1;3;2;3;3036;5.631417755;6.508335989;6.690359132;6.612732158;6.513987162;5.925631572;4.725702658;5.283601099;5.858143207
0;1;1;0;0;0;0;0;0;;3;5;;;;;;;2;2;1;2;1;2;3037;7.050497598;8.314348817;8.42122002;7.31867307;;;;;
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;2;2;2;2;;3038;21.57436604;27.23832949;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;8;1;2;;3;1;2;3039;3.253211907;3.508964621;3.353949234;3.111056904;3.000242309;2.998833606;2.184612212;1.775563179;2.102380036
1;1;1;1;1;1;1;1;0;4;4;6;6;3;8;8;8;;2;1;1;3;3;3;3040;18.46142362;17.29373581;17.64032938;16.38001072;15.52861238;17.6181583;17.92981534;18.72429843;16.67208395
1;1;1;1;1;1;1;1;0;3;3;5;5;1;1;1;3;;1;2;2;2;2;2;3041;6.214729244;6.244606891;5.688417983;4.804332937;5.044614757;4.90433688;5.154048025;4.319791326;2.748969011
1;1;1;1;1;1;1;1;1;2;4;6;6;6;8;8;8;1;1;2;1;2;3;3;3042;6.009756332;5.63586216;5.367776684;4.962062729;4.882426347;4.516168183;3.414979102;3.537516743;2.920314442
1;1;1;0;0;0;0;0;0;3;3;5;;;;;;;1;2;1;2;2;2;3043;5.981506692;6.586672103;6.785819437;;;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;1;1;3;2;2;3044;21.82108308;;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;4;1;1;4;7;1;1;1;1;3;3;3;3045;16.23652354;16.20533754;16.90138535;16.90987691;16.73409264;16.74528423;16.23387032;15.53096294;13.98766792
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;1;1;2;1;1;1;3046;38.50772638;44.68081264;51.28659231;118.0781156;149.932224;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;8;8;1;2;2;3;1;2;3047;5.22941832;5.170528701;4.839982682;4.369054624;5.08469305;4.373115564;3.631827772;2.544427361;1.738647611
1;1;1;1;1;1;1;1;0;4;3;5;5;1;1;1;7;;1;2;1;3;1;2;3048;4.910690624;4.670983454;4.448600248;4.152698466;4.231497101;3.914068788;2.957505375;3.113065808;2.66803637
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;2;1;1;1;1;1;3049;39.81010803;50.41014943;75.68438881;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;5;5;1;1;1;2;2;;2;2;2;3050;5.788922828;6.564432222;6.333598248;6.124244231;5.85803516;6.338568344;5.978409002;5.596672919;2.94289335
1;1;1;1;1;1;1;1;1;4;4;6;6;3;8;8;8;8;2;2;1;3;3;2;3051;3.105475386;3.17030205;3.910887769;3.389488795;3.332555178;2.964176938;2.25411215;2.359209902;1.979878293
1;1;1;1;0;0;0;0;0;3;3;5;1;;;;;;2;2;;1;1;1;3052;4.339541146;5.477571387;6.798470475;6.652214308;7.225750063;14.96688769;28.37770893;203.699544;124.3162897
1;0;0;0;0;0;0;0;0;1;;;;;;;;;1;1;1;2;1;1;3053;44.61468791;53.09061034;;;;;;;
1;1;0;1;1;1;0;0;0;3;3;;5;5;1;;;;1;2;;2;3;;3054;5.676361758;6.41637037;6.267517579;8.037974884;8.76806152;12.12873043;13.02510542;;
1;0;0;0;0;0;0;0;0;1;;;;;;;;;1;1;2;1;;2;3055;65.05180807;118.9298537;;;;;;;
1;1;1;1;1;1;1;0;0;4;4;6;6;8;8;8;;;2;1;1;3;2;2;3056;11.88197722;12.526978;13.02251025;12.46911757;11.71053998;14.23790845;19.87175858;26.05938698;53.16625465
1;1;1;1;0;1;1;1;0;3;3;3;1;;1;1;1;;1;1;2;2;2;3;3057;77.79398111;90.68100602;98.85581911;114.9001709;90.11988999;187.1488579;249.4700633;277.7589603;223.7042007
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;8;1;2;1;1;3;3;2;3058;10.39538843;9.863446116;10.02758285;9.841472857;9.171546997;9.488298087;8.83016342;7.894526164;6.734096589
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;1;2;1;1;1;3059;18.25260158;20.60340235;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;1;1;1;1;1;2;2;1;2;3060;19.96435655;19.99317291;20.93460708;22.45290235;16.67324264;17.18483875;16.62753102;17.20196096;13.25376725
1;1;1;1;1;1;1;1;0;4;4;6;6;8;8;8;8;;1;2;1;2;3;2;3061;6.10516878;5.966989434;5.743682394;5.385841996;5.215480797;5.363004643;4.609484868;7.544823878;6.734104908
1;0;0;0;0;0;0;0;0;2;;;;;;;;;1;1;1;2;1;1;3062;15.96025195;18.86511045;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;1;1;1;2;1;1;2;1;1;3063;12.63366272;12.97525974;14.26848461;13.79782318;13.1778498;13.86235245;12.89429932;11.693297;10.59104656
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;;2;2;3;3064;5.166336877;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;8;1;2;1;1;3;2;2;3065;13.69226387;12.95235181;13.26871107;12.68503728;11.9891581;12.40321899;11.3733329;10.17161282;8.49966386
1;1;1;1;1;1;1;1;1;2;4;6;6;6;8;8;1;1;2;2;1;3;1;2;3066;3.850053231;3.304858562;3.092827291;2.557099639;2.409728339;2.143358711;1.629919878;1.683178232;1.37553414
1;1;1;1;1;1;1;1;1;3;3;5;5;3;8;8;8;1;2;1;1;3;;3;3067;8.806329457;8.286947906;8.591141333;7.977344645;7.562699126;7.729836532;7.055279162;6.185206079;5.154573014
1;1;1;1;1;1;1;1;1;2;3;5;5;1;1;1;1;1;1;1;2;2;1;1;3068;36.31057016;39.48841922;41.21559188;44.88299331;33.82678671;35.88269323;33.43918123;34.32847073;28.2812193
1;1;1;1;1;1;1;1;1;2;3;5;5;1;1;1;5;1;1;2;1;2;1;2;3069;20.51482215;20.3759344;19.88206675;19.40819391;21.563357;23.4766184;21.97779733;27.38997106;42.34932949
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;1;2;1;2;3;3070;52.5070561;66.47378489;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;6;8;8;8;3;1;2;;2;3;3;3071;5.061737846;5.588124732;5.452386127;5.333443604;5.141754078;5.289397863;3.853259196;3.285046917;4.022849594
1;1;1;0;1;1;1;1;1;4;4;6;;8;8;8;8;1;1;1;1;3;3;3;3072;15.78587542;15.77648604;16.05031975;15.6434827;16.51473428;17.18468135;16.53117642;17.01955577;20.13113434
1;1;1;1;1;1;1;1;1;4;3;5;5;1;8;8;1;1;1;2;;3;1;1;3073;4.954669275;5.343882752;5.120084449;4.733501751;4.657932733;4.655745694;3.368621362;2.839381618;3.369223765
1;1;1;1;1;1;1;1;1;3;3;5;5;5;1;1;1;1;1;2;2;2;2;1;3074;6.907326781;7.273585739;6.710026571;5.631859303;5.758566676;5.036017981;4.286316122;3.220755812;1.994160877
1;1;0;0;0;0;0;0;0;2;2;;;;;;;;1;1;1;2;2;1;3075;33.66208438;37.25683737;47.91532087;;;;;;
1;0;1;1;1;1;0;0;0;2;;5;5;5;3;;;;1;1;1;2;1;2;3076;11.26024419;11.93572355;15.04233873;19.6859999;20.6179659;24.69264382;27.01981423;52.6919094;145.249463
1;1;1;1;1;1;1;1;1;4;4;6;6;6;6;8;8;1;2;2;1;3;3;2;3077;4.694786087;4.105709466;3.866793608;3.254786333;3.127998887;2.736192865;2.165981415;2.331814525;1.992375733
1;1;1;0;0;0;0;0;0;4;4;6;;;;;;;1;2;1;2;3;3;3078;19.82341631;18.4918033;17.91904902;18.46262233;38.4677608;84.4950961;240.934518;298.5291493;272.9887507
1;1;1;1;1;1;1;1;0;4;4;6;6;8;8;1;8;;1;2;1;3;3;3;3079;5.324511361;5.103627864;5.936079931;5.631386536;5.725743651;5.29622353;3.974764528;4.151514992;3.583778286
1;1;1;1;1;1;1;1;0;4;4;6;4;7;7;7;3;;1;2;;2;1;2;3080;3.16995166;2.865019473;2.598391953;2.880725518;3.340542716;2.723870928;2.027262062;3.95072743;2.301264464
1;1;1;1;1;1;1;1;1;2;2;7;7;7;7;7;7;1;1;1;1;2;2;1;3081;9.843034975;10.00137827;10.46118733;10.22290273;10.10839807;10.2853565;10.12895739;9.628062073;9.067099544
1;1;1;1;1;1;1;1;1;3;3;5;4;1;1;3;1;1;1;2;;2;1;2;3082;3.829685538;4.38100697;4.190821022;4.073533226;4.094502424;4.495875246;3.34454246;2.900456272;3.696528915
1;1;1;1;1;1;1;1;1;3;3;5;1;5;5;5;1;7;2;2;1;3;2;2;3083;5.803017893;5.440620073;5.151244943;4.308472651;4.176284581;3.798828957;2.875488857;3.050273106;3.079407309
1;1;1;1;1;1;1;1;0;3;3;5;2;4;5;5;1;;2;1;2;1;;1;3084;109.8807082;123.2687603;127.7598311;144.6697041;110.3476932;104.4310379;86.60641104;128.138578;
1;1;1;1;1;1;1;1;0;4;4;6;6;8;8;8;8;;2;2;1;3;2;3;3085;6.370687599;5.756481357;5.699766702;4.727822436;4.670020481;4.035958242;3.168755489;3.606664312;3.249345035
1;1;1;1;1;1;1;1;1;3;3;5;5;1;8;8;3;3;1;2;2;3;2;2;3086;3.223991566;3.211248156;2.90350528;2.391576449;2.452168834;2.144486125;1.73809855;1.256672142;0.724181328
1;1;1;1;1;1;1;1;0;4;4;6;8;8;8;8;8;;2;1;1;2;3;2;3087;23.55748756;22.8302882;23.68045492;22.63960135;22.02666822;22.78738734;22.4523921;26.27520986;35.0889396
1;1;1;1;1;1;1;1;0;3;3;3;5;5;1;4;8;;1;1;1;2;2;;3088;14.20153601;15.30177024;16.27817105;16.44661658;16.53362127;17.20433452;16.67890086;15.97041502;14.58103368
1;1;1;1;1;1;1;1;1;2;3;5;5;5;1;1;1;1;2;1;2;3;1;1;3089;26.42796729;25.01158979;25.53275794;25.07415963;18.69070411;16.27339791;14.81496893;24.46638644;26.13011963
1;1;0;1;1;1;1;0;0;3;3;;7;8;8;1;;;2;2;1;2;2;2;3090;5.735892049;5.79109219;14.80759883;15.46995602;17.56257428;21.00543939;17.35118085;23.46843598;36.28838942
0;1;1;0;0;0;0;0;0;;1;5;;;;;;;1;2;1;2;1;;3091;10.74826555;14.94040949;17.94964678;17.29241325;29.39001587;79.64276656;240.934518;;
1;1;1;1;1;1;1;1;1;2;2;7;7;7;7;4;1;1;1;1;1;3;3;2;3092;37.58799174;37.83029025;38.38902305;38.69998447;37.63039675;40.86899853;39.20574832;37.55290489;33.31194629
1;1;1;1;1;1;0;0;0;3;3;5;5;5;1;;;;2;2;1;3;1;3;3093;4.150438802;3.800088437;3.585416076;2.975634929;2.821075601;2.590411656;2.050580416;;
1;1;1;1;1;1;1;1;1;4;4;6;4;8;8;8;8;8;1;1;1;3;2;2;3094;15.07181954;14.9810315;15.09661627;14.78361164;14.3767368;14.72754372;13.9816812;13.72546405;12.23261403
1;1;1;1;1;1;1;1;1;1;3;5;5;5;1;1;1;1;2;1;1;3;1;2;3095;6.754223902;6.859964402;7.864069127;7.530697488;7.23619013;7.612062625;7.080487552;6.383570835;5.433776058
1;1;1;1;0;1;1;1;1;3;3;5;2;;1;3;1;1;1;1;1;2;1;1;3096;50.99485819;56.37605421;62.80778589;62.63773535;62.49260606;106.602254;131.575191;191.6811436;251.2264257
1;1;0;1;1;1;1;0;1;3;3;;5;1;7;7;;1;2;1;1;2;1;3;3097;9.267113064;10.77951662;12.25859888;24.76207826;27.5006277;38.90019794;37.99287672;53.03303764;112.0399789
1;1;1;1;1;1;1;0;1;2;1;4;3;3;4;2;;2;1;2;1;2;1;2;3098;5.001157713;5.105058644;5.13105274;4.872070217;5.012165989;4.741248641;3.859402453;5.25547943;13.68487955
1;1;1;1;1;1;1;1;1;4;3;5;5;1;4;1;1;1;1;1;1;2;3;3;3099;8.755691297;8.877860536;9.72464593;9.566353779;9.486105958;9.6521705;9.101123753;8.766202088;8.432828475
1;0;0;0;0;0;0;0;0;3;;;;;;;;;2;1;2;2;3;;3100;22.69607683;32.41629209;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;5;1;5;4;1;1;2;1;2;2;1;1;3101;13.21754132;12.45099456;12.70602114;12.71112737;9.613388998;8.370070145;6.941439539;9.440902038;6.936467356
1;0;0;0;0;0;0;0;0;2;;;;;;;;;1;2;;2;1;1;3102;2.883685169;3.981244244;;;;;;;
1;0;1;1;1;1;1;1;1;2;;2;2;2;4;2;2;2;2;2;2;2;1;3;3103;22.78935895;29.39435625;26.88838334;26.70299184;27.0834284;24.55333401;18.2684219;17.14353913;22.39247473
1;1;1;1;1;1;0;0;0;4;4;6;8;8;8;;;;1;2;1;3;3;3;3104;16.65952228;15.92465946;15.2975279;15.00399343;16.76111063;16.41245091;;;
1;1;1;1;1;1;1;1;1;4;4;6;4;8;8;8;1;1;2;1;1;3;2;2;3105;30.4075415;28.75131399;29.72561921;28.75207651;26.99994795;27.93242564;25.61309089;23.5031524;19.73777343
1;0;1;0;0;0;0;0;0;2;;5;;;;;;;1;1;2;2;2;1;3106;26.28642735;30.37505872;39.10847109;62.06762598;70.68521794;216.46649;;;
1;0;0;0;0;0;0;0;0;3;;;;;;;;;1;2;2;1;1;3;3107;8.593830123;17.92288017;;;;;;;
1;1;1;1;1;1;1;1;1;3;3;7;7;7;7;7;1;1;1;1;1;2;2;3;3108;20.98035228;21.3733794;23.14630668;23.03558269;22.67494264;23.07189203;22.36725864;21.44331687;20.09553166
1;1;1;0;0;0;0;0;0;3;3;5;;;;;;;1;2;;2;2;;3109;3.786395914;4.155037788;4.167957952;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;8;8;8;1;1;2;2;1;2;;;3110;5.616419076;4.773833523;4.515138447;3.768065929;3.589418593;3.155948496;2.399945076;2.541634086;2.196435445
1;1;1;1;1;1;1;1;1;4;4;6;6;6;8;8;8;8;1;1;1;3;1;2;3111;17.27389771;16.99539197;17.47324427;17.3898673;17.13022262;17.14167913;16.16305298;15.43185153;14.51843015
1;1;1;0;0;0;0;0;0;2;4;5;;;;;;;1;2;1;3;2;2;3112;3.774941078;3.515260911;3.423961686;3.170569808;4.705925475;12.7523893;54.18601038;273.796053;272.9887507
1;1;1;1;1;1;1;1;1;3;3;5;1;8;8;8;3;1;1;2;1;2;1;2;3113;5.900673134;5.538879113;5.433013113;5.164174268;5.319386369;4.953691168;3.640545826;3.881108324;3.255395974
0;1;1;1;1;1;1;1;1;;3;5;1;6;6;6;8;8;2;1;1;3;3;3;3114;12.25631982;16.04747966;18.21876475;18.71680155;17.76348226;19.10967802;17.63776292;15.54566589;13.35704631
1;1;1;1;0;0;0;0;0;4;4;6;6;;;;;;2;2;1;2;3;3;3115;7.572538672;7.175776793;7.073175519;5.920609116;5.796062195;;;;
0;0;1;1;0;0;0;0;0;;;5;1;;;;;;2;1;2;2;1;2;3116;17.14245318;24.37956044;42.82072572;71.31009113;68.37024536;;;;
0;0;0;0;0;0;0;0;0;;;;;;;;;;1;2;1;3;3;3;3117;5.077063085;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;7;7;7;1;1;1;2;1;3;1;2;3118;2.671379853;2.478278874;2.352885662;2.175649784;2.109717933;2.009775152;1.529691298;1.633080133;1.366271919
1;1;0;1;1;1;1;1;0;4;4;;6;8;8;3;8;;1;2;2;2;3;3;3119;7.63348875;7.490149334;7.43339085;8.003840053;8.79681334;11.1463024;19.86717254;23.02664687;21.01488033
1;1;1;1;0;0;0;0;0;3;3;5;5;;;;;;2;1;1;2;3;2;3120;16.82167013;16.52411824;18.28974222;17.28233796;17.98759197;;;;
1;1;1;1;1;1;1;1;1;2;3;5;5;5;1;1;3;1;2;1;1;2;2;1;3121;48.9448435;49.60963589;61.38636896;59.21524773;57.7622703;62.72835856;58.34783341;54.59200515;50.21337097
1;1;1;1;1;1;1;1;1;2;2;5;5;1;1;1;1;1;1;1;1;2;2;1;3122;27.56151079;30.37860468;32.21113726;38.00296243;37.65852137;39.18620057;42.27323766;53.87301531;79.36621007
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;1;1;1;2;1;2;2;3;2;3123;22.92109424;28.98279646;39.92610655;50.26951306;45.36282227;43.9068281;48.37346112;112.2541532;139.8607733
0;0;0;0;0;0;0;0;0;;;;;;;;;;2;2;1;2;1;2;3124;5.933197285;;;;;;;;
1;1;1;1;1;1;1;1;1;4;4;6;6;5;8;8;1;1;2;2;1;3;3;3;3125;3.999600592;3.382449923;3.138074634;2.596006878;2.498690513;2.159436047;1.642145908;1.825797939;1.823526269
1;1;1;1;1;1;1;1;0;4;4;6;5;8;8;8;1;;2;2;1;3;3;3;3126;6.715686069;5.987365024;5.72087501;5.092754885;5.342733456;4.673514823;3.553980333;4.133088986;3.670378834
1;1;0;0;0;0;0;0;0;3;3;;;;;;;;1;2;;2;;3;3127;4.201466193;4.933292713;4.889153507;6.009383333;;;;;
1;1;1;1;1;1;1;1;1;3;3;5;6;5;1;1;1;8;1;2;1;3;3;3;3128;13.47453968;12.8115351;12.31725753;11.45572755;11.32972344;10.71732979;8.408051946;8.815682639;7.719624582
1;1;1;1;1;1;1;1;1;4;3;5;5;1;1;1;1;1;1;2;;2;1;3;3129;4.060565012;4.403052117;4.490015538;4.334712379;4.306146035;4.530191575;3.370070841;2.965195643;4.024648267
1;1;1;1;1;1;1;1;1;4;4;6;6;1;8;8;8;7;2;1;1;2;1;2;3130;19.55391041;18.87157512;19.45580589;18.20013906;17.37809139;17.76215125;16.28729278;14.69643992;13.13931178
1;1;1;1;1;1;1;1;1;2;3;5;5;5;1;5;1;3;2;2;1;2;1;1;3131;23.84787206;21.14444441;24.22992335;22.84640415;22.8076253;23.87765132;20.24343876;38.10293706;63.46318863
1;1;1;1;1;1;1;1;1;3;3;5;5;1;1;1;1;7;2;1;1;2;1;1;3132;36.98673483;35.71747927;38.16797518;35.94104283;34.1762626;35.95149472;33.440885;34.90615383;31.15960589
1;1;1;1;1;1;1;1;1;3;3;5;5;5;1;4;1;1;2;2;1;2;1;3;3133;5.146054412;4.642046869;4.365250852;3.647920454;3.886363575;3.456767756;3.015660298;4.057488916;4.204355104
0;1;1;0;0;0;0;0;0;;4;6;;;;;;;2;2;1;3;3;3;3134;5.062089806;5.554241743;5.866394645;6.296772841;11.79404015;24.9109086;112.3681332;;
1;1;1;1;1;1;1;1;1;4;4;6;8;8;8;8;1;1;2;1;1;3;3;3;3135;20.81514692;20.00630531;20.40314116;19.12023346;17.84332095;18.45956282;16.92679564;14.84767219;12.37074397
1;1;0;0;0;0;0;0;0;1;1;;;;;;;;1;2;;2;2;2;3136;4.300151015;5.555126399;5.516192277;;;;;;
1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;5;1;1;2;;1;1;1;3137;5.310481543;4.954622529;4.614986309;5.246237171;5.213499653;4.420571124;3.477293697;8.102930057;5.019722209
1;1;1;1;1;1;1;1;0;3;2;5;5;5;5;1;1;;2;2;1;2;1;2;3138;7.822649315;7.601261403;9.108297605;7.679160584;7.257152706;6.454952294;4.90867674;5.046715788;4.423197487
1;1;1;1;1;1;1;1;0;4;4;6;6;1;5;5;1;;1;2;1;3;2;3;3139;15.36750342;14.52676909;13.99316125;13.02270193;12.90907284;11.60193856;9.139424705;12.07547509;11.55090848
1;1;1;1;1;1;1;1;1;3;3;5;1;1;1;1;1;1;1;1;2;2;2;1;3140;41.64594126;44.9988356;48.0638539;55.69977148;41.65206862;52.00506264;50.88528015;57.30454751;47.48080347
1;1;1;1;1;1;1;1;1;4;4;6;4;8;8;8;8;1;1;1;1;3;2;3;3141;15.92070154;15.68863685;15.88105265;16.10624275;15.92673753;15.93738917;15.13025518;14.2062386;12.96215186
1;1;0;0;0;0;0;0;0;2;3;;;;;;;;1;1;1;3;3;2;3142;28.05491955;28.95998567;;;;;;;
